Date,VTI,AGG,DBC,^VIX
2020-04-16,132.44068908691406,109.07747650146484,11.32164192199707,40.11000061035156
2020-04-17,136.1894073486328,108.94737243652344,11.37134075164795,38.150001525878906
2020-04-20,133.98207092285156,108.78942108154297,11.18248176574707,43.83000183105469
2020-04-21,129.82423400878906,108.84517669677734,10.655662536621094,45.40999984741211
2020-04-22,132.7546844482422,108.84517669677734,10.80476188659668,41.97999954223633
2020-04-23,132.77369689941406,109.10533905029297,10.774942398071289,41.380001068115234
2020-04-24,134.75271606445312,109.04961395263672,10.635782241821289,35.93000030517578
2020-04-27,137.14083862304688,108.54782104492188,10.436983108520508,33.290000915527344
2020-04-28,136.71270751953125,108.97525024414062,10.44692325592041,33.56999969482422
2020-04-29,140.58505249023438,109.04961395263672,10.635782241821289,31.229999542236328
2020-04-30,138.75828552246094,108.80802154541016,10.83458137512207,34.150001525878906
2020-05-01,134.9239959716797,108.81359100341797,10.695422172546387,37.189998626708984
2020-05-04,135.43777465820312,108.90668487548828,10.824642181396484,35.970001220703125
2020-05-05,136.69366455078125,108.82290649414062,11.102961540222168,33.61000061035156
2020-05-06,135.9420166015625,108.38529968261719,10.884282112121582,34.119998931884766
2020-05-07,137.72122192382812,108.720458984375,10.953862190246582,31.440000534057617
2020-05-08,140.3091278076172,108.43182373046875,11.18248176574707,27.979999542236328
2020-05-11,140.32818603515625,108.1059799194336,11.033382415771484,27.56999969482422
2020-05-12,137.34063720703125,108.38529968261719,10.94392204284668,33.040000915527344
2020-05-13,134.58143615722656,108.56220245361328,10.83458137512207,35.279998779296875
2020-05-14,136.0276641845703,108.89739227294922,11.023442268371582,32.61000061035156
2020-05-15,136.8459014892578,108.96257781982422,11.132781028747559,31.889999389648438
2020-05-18,141.38429260253906,108.8042984008789,11.450860977172852,29.299999237060547
2020-05-19,139.88099670410156,108.92533111572266,11.421040534973145,30.530000686645508
2020-05-20,142.46893310546875,109.20466613769531,11.619840621948242,27.989999771118164
2020-05-21,141.61265563964844,109.2884292602539,11.570140838623047,29.530000686645508
2020-05-22,142.01222229003906,109.34430694580078,11.480681419372559,28.15999984741211
2020-05-26,143.9912109375,109.1673812866211,11.599961280822754,28.010000228881836
2020-05-27,146.26515197753906,109.32566833496094,11.450860977172852,27.6200008392334
2020-05-28,145.76089477539062,109.25120544433594,11.51050090789795,28.59000015258789
2020-05-29,146.2461700439453,109.53981018066406,11.70930004119873,27.510000228881836
2020-06-01,147.23565673828125,109.478271484375,11.778881072998047,28.229999542236328
2020-06-02,148.3488006591797,109.57154846191406,11.908100128173828,26.84000015258789
2020-06-03,150.6608428955078,109.30103302001953,11.908100128173828,25.65999984741211
2020-06-04,150.1851043701172,108.97457885742188,12.007499694824219,25.809999465942383
2020-06-05,154.03843688964844,109.03985595703125,12.24605941772461,24.520000457763672
2020-06-08,156.1316375732422,109.1611328125,12.166539192199707,25.809999465942383
2020-06-09,154.7044219970703,109.30103302001953,12.206299781799316,27.56999969482422
2020-06-10,153.55320739746094,109.74876403808594,12.285819053649902,27.56999969482422
2020-06-11,144.4954833984375,109.56221008300781,11.888219833374023,40.790000915527344
2020-06-12,146.49351501464844,109.67415618896484,11.937920570373535,36.09000015258789
2020-06-15,148.06338500976562,110.03790283203125,12.047260284423828,34.400001525878906
2020-06-16,150.90818786621094,109.8233871459961,12.146659851074219,33.66999816894531
2020-06-17,150.1755828857422,109.7301254272461,12.087019920349121,33.470001220703125
2020-06-18,150.2992706298828,109.84203338623047,12.156599044799805,32.939998626708984
2020-06-19,149.4524688720703,109.87935638427734,12.255999565124512,35.119998931884766
2020-06-22,150.48956298828125,109.85134887695312,12.38521957397461,31.770000457763672
2020-06-23,151.07943725585938,109.83271789550781,12.325578689575195,31.3700008392334
2020-06-24,146.97872924804688,109.8140640258789,12.017439842224121,33.84000015258789
2020-06-25,148.75650024414062,109.94463348388672,12.126779556274414,32.220001220703125
2020-06-26,145.2965850830078,110.07526397705078,11.977680206298828,34.72999954223633
2020-06-29,147.42794799804688,110.16854858398438,12.17647933959961,31.780000686645508
2020-06-30,149.60711669921875,110.26177978515625,12.236120223999023,30.43000030517578
2020-07-01,150.4768829345703,110.32063293457031,12.335519790649414,28.6200008392334
2020-07-02,151.07901000976562,110.45148468017578,12.38521957397461,27.68000030517578
2020-07-06,153.45887756347656,110.44214630126953,12.484620094299316,27.940000534057617
2020-07-07,151.9009552001953,110.6103744506836,12.494559288024902,29.43000030517578
2020-07-08,153.1434783935547,110.5729751586914,12.65359878540039,28.079999923706055
2020-07-09,152.1973114013672,110.86267852783203,12.504499435424805,29.260000228881836
2020-07-10,153.8316192626953,110.7318344116211,12.58401870727539,27.290000915527344
2020-07-13,152.1685791015625,110.7225112915039,12.454798698425293,32.189998626708984
2020-07-14,154.16615295410156,110.90003204345703,12.514439582824707,29.520000457763672
2020-07-15,156.07769775390625,110.9094009399414,12.663538932800293,27.760000228881836
2020-07-16,155.3800048828125,110.98416900634766,12.564139366149902,28.0
2020-07-17,155.97256469726562,111.09630584716797,12.58401870727539,25.68000030517578
2020-07-20,157.1672821044922,111.21780395507812,12.574078559875488,24.459999084472656
2020-07-21,157.61648559570312,111.28321075439453,12.752998352050781,24.84000015258789
2020-07-22,158.43849182128906,111.37666320800781,12.832518577575684,24.31999969482422
2020-07-23,156.70851135253906,111.50749206542969,12.802699089050293,26.079999923706055
2020-07-24,155.49468994140625,111.47013092041016,12.822578430175781,25.84000015258789
2020-07-27,156.832763671875,111.3953628540039,12.941859245300293,24.739999771118164
2020-07-28,155.6858673095703,111.47013092041016,12.872278213500977,25.440000534057617
2020-07-29,157.75030517578125,111.60094451904297,12.941859245300293,24.100000381469727
2020-07-30,157.39663696289062,111.68505859375,12.79275894165039,24.760000228881836
2020-07-31,158.1995086669922,111.7317886352539,12.862338066101074,24.459999084472656
2020-08-03,159.5758514404297,111.77579498291016,12.991558074951172,24.280000686645508
2020-08-04,160.20664978027344,111.9910888671875,13.061139106750488,23.760000228881836
2020-08-05,161.37266540527344,111.77579498291016,13.170477867126465,22.989999771118164
2020-08-06,162.15640258789062,111.9349365234375,13.269878387451172,22.649999618530273
2020-08-07,162.2902374267578,111.80387115478516,13.090958595275879,22.209999084472656
2020-08-10,162.73944091796875,111.70088958740234,13.160537719726562,22.1299991607666
2020-08-11,161.43002319335938,111.39196014404297,12.951798439025879,24.030000686645508
2020-08-12,163.59007263183594,111.16728973388672,13.090958595275879,22.280000686645508
2020-08-13,163.46580505371094,110.75538635253906,13.160537719726562,22.1299991607666
2020-08-14,163.4180450439453,110.65241241455078,13.160537719726562,22.049999237060547
2020-08-17,164.1157684326172,110.80220031738281,13.379218101501465,21.350000381469727
2020-08-18,164.36424255371094,110.96133422851562,13.409037590026855,21.510000228881836
2020-08-19,163.723876953125,110.79281616210938,13.369277954101562,22.540000915527344
2020-08-20,164.19223022460938,110.98943328857422,13.349397659301758,22.719999313354492
2020-08-21,164.60321044921875,111.10175323486328,13.220178604125977,22.540000915527344
2020-08-24,166.1802215576172,111.05491638183594,13.28975772857666,22.3700008392334
2020-08-25,166.7345428466797,110.82093048095703,13.399097442626953,22.030000686645508
2020-08-26,168.2447052001953,110.80220031738281,13.42891788482666,23.270000457763672
2020-08-27,168.64610290527344,110.41838836669922,13.379218101501465,24.469999313354492
2020-08-28,169.8217010498047,110.56817626953125,13.468677520751953,22.959999084472656
2020-08-31,169.4393768310547,110.8115463256836,13.45873737335205,26.40999984741211
2020-09-01,170.93995666503906,111.04129028320312,13.478617668151855,26.1200008392334
2020-09-02,173.22427368164062,111.26634979248047,13.299697875976562,26.56999969482422
2020-09-03,167.20291137695312,111.29446411132812,13.180418014526367,33.599998474121094
2020-09-04,165.77879333496094,110.74121856689453,13.061139106750488,30.75
2020-09-08,161.12417602539062,110.8631362915039,12.743058204650879,31.459999084472656
2020-09-09,164.2782440185547,110.853759765625,12.862338066101074,28.809999465942383
2020-09-10,161.58294677734375,110.8631362915039,12.733119010925293,29.709999084472656
2020-09-11,161.64028930664062,110.9944076538086,12.822578430175781,26.8700008392334
2020-09-14,164.1635284423828,111.00377655029297,12.832518577575684,25.850000381469727
2020-09-15,165.10020446777344,111.01315307617188,12.902097702026367,25.59000015258789
2020-09-16,164.55540466308594,110.95689392089844,13.140658378601074,26.040000915527344
2020-09-17,163.1981964111328,110.98503112792969,13.28975772857666,26.459999084472656
2020-09-18,161.6116180419922,110.853759765625,13.349397659301758,25.829999923706055
2020-09-21,159.66183471679688,110.87248992919922,13.021378517150879,27.780000686645508
2020-09-22,161.24842834472656,110.95689392089844,12.961738586425781,26.860000610351562
2020-09-23,157.35842895507812,110.72248077392578,12.812639236450195,28.579999923706055
2020-09-24,157.69297790527344,110.73184204101562,12.872278213500977,28.510000228881836
2020-09-25,160.23040771484375,110.76935577392578,12.872278213500977,26.3799991607666
2020-09-28,163.1382598876953,110.8631362915039,12.981618881225586,26.190000534057617
2020-09-29,162.22654724121094,110.88189697265625,12.832518577575684,26.270000457763672
2020-09-30,163.44537353515625,110.7037124633789,12.981618881225586,26.3700008392334
2020-10-01,164.80813598632812,110.85588836669922,12.822578430175781,26.700000762939453
2020-10-02,163.52212524414062,110.74317169189453,12.663538932800293,27.6299991607666
2020-10-05,166.46841430664062,110.38623046875,12.991558074951172,27.959999084472656
2020-10-06,164.4146728515625,110.48017120361328,13.041257858276367,29.479999542236328
2020-10-07,167.28414916992188,110.40503692626953,13.090958595275879,28.059999465942383
2020-10-08,168.75247192382812,110.54594421386719,13.220178604125977,26.360000610351562
2020-10-09,170.1728057861328,110.57413482666016,13.25993824005127,25.0
2020-10-12,172.69679260253906,110.79013061523438,13.12077808380127,25.06999969482422
2020-10-13,171.7850799560547,110.81832885742188,13.15059757232666,26.06999969482422
2020-10-14,170.64306640625,110.88407135009766,13.240057945251465,26.399999618530273
2020-10-15,170.70062255859375,110.79013061523438,13.279817581176758,26.969999313354492
2020-10-16,170.39353942871094,110.73377227783203,13.19035816192627,27.40999984741211
2020-10-19,167.95591735839844,110.60228729248047,13.200297355651855,29.18000030517578
2020-10-20,168.54135131835938,110.50836181640625,13.349397659301758,29.350000381469727
2020-10-21,167.9655303955078,110.37686157226562,13.240057945251465,28.649999618530273
2020-10-22,169.1555633544922,110.1795883178711,13.279817581176758,28.110000610351562
2020-10-23,169.71212768554688,110.33929443359375,13.180418014526367,27.549999237060547
2020-10-26,166.63156127929688,110.48954772949219,12.991558074951172,32.459999084472656
2020-10-27,165.95974731445312,110.74317169189453,13.081018447875977,33.349998474121094
2020-10-28,160.46072387695312,110.5834732055664,12.733119010925293,40.279998779296875
2020-10-29,161.97703552246094,110.38623046875,12.574078559875488,37.59000015258789
2020-10-30,160.25917053222656,110.08564758300781,12.574078559875488,38.02000045776367
2020-11-02,161.92904663085938,110.28512573242188,12.802699089050293,37.130001068115234
2020-11-03,165.0384521484375,110.23809051513672,12.882218360900879,35.54999923706055
2020-11-04,168.6372833251953,110.97193145751953,13.021378517150879,29.56999969482422
2020-11-05,172.12100219726562,111.07542419433594,13.081018447875977,27.579999923706055
2020-11-06,172.03460693359375,110.83081817626953,13.031317710876465,24.860000610351562
2020-11-09,174.07876586914062,110.31333923339844,13.19035816192627,25.75
2020-11-10,173.79086303710938,110.13459014892578,13.448797225952148,24.799999237060547
2020-11-11,175.20159912109375,110.20044708251953,13.438858032226562,23.450000762939453
2020-11-12,173.47413635253906,110.66145324707031,13.329517364501953,25.350000381469727
2020-11-13,175.9309844970703,110.6802978515625,13.269878387451172,23.100000381469727
2020-11-16,178.08067321777344,110.67084503173828,13.389158248901367,22.450000762939453
2020-11-17,177.67762756347656,110.89667510986328,13.42891788482666,22.709999084472656
2020-11-18,175.79661560058594,110.97193145751953,13.448797225952148,23.84000015258789
2020-11-19,176.77548217773438,111.1789321899414,13.448797225952148,23.110000610351562
2020-11-20,175.84458923339844,111.29181671142578,13.518378257751465,23.700000762939453
2020-11-23,177.2841339111328,111.26358795166016,13.558137893676758,22.65999984741211
2020-11-24,180.0288543701172,111.11307525634766,13.846397399902344,21.639999389648438
2020-11-25,179.96168518066406,111.07542419433594,13.965677261352539,21.25
2020-11-27,180.59507751464844,111.26358795166016,13.935857772827148,20.84000015258789
2020-11-30,179.1747283935547,111.41414642333984,13.85633659362793,20.56999969482422
2020-12-01,181.44921875,111.0616455078125,13.816576957702637,20.770000457763672
2020-12-02,181.60272216796875,110.9391098022461,13.876216888427734,21.170000076293945
2020-12-03,181.96746826171875,111.12761688232422,13.896096229553223,21.280000686645508
2020-12-04,183.79086303710938,110.82604217529297,13.955737113952637,20.790000915527344
2020-12-07,183.58935546875,110.99565124511719,13.955737113952637,21.299999237060547
2020-12-08,184.38589477539062,111.00511169433594,13.975617408752441,20.68000030517578
2020-12-09,182.57205200195312,110.8448715209961,13.985556602478027,22.270000457763672
2020-12-10,182.8407745361328,111.11819458007812,14.194295883178711,22.520000457763672
2020-12-11,182.51449584960938,111.24072265625,14.154536247253418,23.309999465942383
2020-12-14,181.99624633789062,111.17473602294922,14.194295883178711,24.719999313354492
2020-12-15,184.491455078125,111.24072265625,14.30363655090332,22.889999389648438
2020-12-16,184.7505645751953,111.1935806274414,14.383156776428223,22.5
2020-12-17,186.1996612548828,111.18885803222656,14.552136421203613,21.93000030517578
2020-12-18,185.67189025878906,111.13227081298828,14.601835250854492,21.56999969482422
2020-12-21,185.13442993164062,111.13227081298828,14.452735900878906,25.15999984741211
2020-12-22,185.17282104492188,111.29265594482422,14.293696403503418,24.229999542236328
2020-12-23,185.48953247070312,111.21715545654297,14.472616195678711,23.309999465942383
2020-12-24,185.7998046875,111.32096099853516,14.512375831604004,21.530000686645508
2020-12-28,186.97535705566406,111.33983612060547,14.422916412353516,21.700000762939453
2020-12-29,186.19488525390625,111.35868072509766,14.462676048278809,23.079999923706055
2020-12-30,186.6959228515625,111.42473602294922,14.552136421203613,22.770000457763672
2020-12-31,187.5535430908203,111.50965118408203,14.611775398254395,22.75
